id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
33436,15574872,Nkemdirim,709,Germany,Female,26.0,7,111359.55,1,1.0,0.0,10963.04,0
33442,15697571,Chuang,574,France,Female,54.0,9,92787.93,1,1.0,0.0,110114.19,1
33443,15789946,Y?,744,Spain,Male,36.0,3,0.0,2,1.0,0.0,138021.36,0
33451,15780033,Hao,553,France,Male,41.0,8,0.0,2,1.0,0.0,173982.99,0
33456,15593792,Cattaneo,658,France,Male,46.0,1,101430.3,1,0.0,1.0,28368.37,0
33461,15651480,T'ao,696,France,Male,32.0,9,151776.76,1,1.0,1.0,178111.71,0
33464,15661460,Sievier,775,Spain,Male,63.0,2,0.0,1,1.0,1.0,66731.55,1
33469,15672219,Nwebube,717,Spain,Male,39.0,7,0.0,1,1.0,0.0,133086.01,0
33482,15596974,Okwudiliolisa,618,France,Male,36.0,2,61210.13,1,1.0,0.0,56562.94,0
33483,15752909,Hsieh,716,Germany,Male,38.0,9,117438.37,1,0.0,0.0,93835.32,0
33485,15586800,Hao,635,Germany,Male,51.0,5,120764.41,1,1.0,1.0,132467.97,0
33496,15764204,Nnachetam,682,France,Male,31.0,7,0.0,2,1.0,0.0,90877.76,0
33506,15702439,Ch'ien,846,Germany,Female,45.0,4,132405.52,1,0.0,0.0,90876.95,1
33516,15748489,Nwagugheuzo,557,Spain,Male,35.0,3,0.0,2,0.0,1.0,72856.47,0
33525,15772922,Chia,526,France,Female,35.0,3,115463.55,1,1.0,0.0,170563.66,0
33528,15672434,Hs?,611,France,Female,37.0,1,0.0,2,1.0,1.0,70927.28,0
33536,15583348,Eluemuno,575,France,Female,46.0,10,0.0,2,1.0,0.0,155700.32,0
33541,15674842,Ku,686,France,Female,46.0,8,0.0,2,1.0,1.0,161842.8,0
33565,15794864,Kambinachi,590,Germany,Female,60.0,0,114712.57,1,1.0,1.0,127949.73,1
33586,15642675,Oluchukwu,587,Spain,Female,29.0,0,0.0,1,1.0,0.0,167779.64,0
33590,15791249,Frolova,679,France,Female,31.0,2,0.0,2,1.0,0.0,96863.88,0
33602,15777047,Ch'ang,542,Spain,Male,37.0,2,0.0,2,0.0,0.0,90860.97,0
33624,15771482,Yashina,636,France,Male,43.0,5,0.0,1,0.0,1.0,94875.57,1
33638,15757932,McFarland,547,Spain,Female,20.0,4,88141.81,2,1.0,1.0,120162.47,0
33646,15701351,Oluchukwu,597,Germany,Female,24.0,6,118120.93,2,1.0,1.0,93717.23,0
33651,15762896,Uspenskaya,516,France,Male,36.0,9,139862.46,1,1.0,1.0,125777.36,0
33657,15578885,Yermolayev,652,Spain,Male,39.0,1,0.0,1,0.0,0.0,153667.07,1
33658,15646710,Dyer,581,France,Female,33.0,4,0.0,1,1.0,0.0,179861.79,0
33661,15693352,Houghton,649,Spain,Male,46.0,9,112668.7,1,1.0,0.0,153400.24,0
33664,15662925,Cremonesi,601,Germany,Male,53.0,2,115074.58,1,1.0,1.0,72978.62,0
33673,15791323,H?,565,France,Male,46.0,4,0.0,2,1.0,0.0,47880.71,1
33679,15697534,Ritchie,663,France,Female,31.0,8,0.0,1,1.0,1.0,176738.34,0
33681,15771754,Ebelegbulam,634,France,Male,34.0,8,121754.46,1,1.0,1.0,169505.57,0
33711,15574765,Clements,721,France,Female,37.0,7,0.0,2,1.0,1.0,64375.4,0
33725,15653574,Nwankwo,681,Germany,Male,39.0,8,123383.76,1,0.0,0.0,161872.81,1
33730,15704072,Hsieh,584,France,Female,56.0,2,0.0,1,1.0,0.0,157543.08,1
33731,15661457,Fanucci,593,France,Male,29.0,5,0.0,2,1.0,1.0,159677.83,0
33738,15796716,Lucchesi,592,France,Male,40.0,10,0.0,2,1.0,1.0,156425.34,0
33741,15606856,Tsao,850,Germany,Female,27.0,6,76656.42,2,1.0,0.0,72873.32,0
33757,15792479,Onwuamaeze,699,Spain,Female,45.0,6,0.0,1,1.0,0.0,87959.39,1
33760,15779523,H?,682,France,Male,38.0,4,0.0,1,0.0,1.0,186489.95,0
33775,15792231,Chiu,564,France,Male,44.0,1,0.0,2,0.0,0.0,9241.61,0
33783,15803789,Bufkin,641,France,Female,47.0,3,152400.27,1,1.0,0.0,167984.72,0
33791,15592762,Onyemere,757,France,Male,40.0,1,0.0,2,1.0,1.0,51117.45,0
33795,15692928,Dyer,637,France,Male,38.0,3,115463.37,1,1.0,0.0,129988.64,0
33796,15684563,Molineux,646,France,Male,28.0,1,0.0,2,0.0,0.0,57949.85,0
33798,15583760,Sagese,599,France,Female,46.0,3,0.0,1,1.0,0.0,121409.09,1
33804,15722434,Kudryashova,648,France,Female,49.0,1,78739.93,3,0.0,0.0,182627.43,1
33822,15792642,Tung,628,France,Male,35.0,4,0.0,2,1.0,1.0,180195.77,0
33828,15576635,Nkemakolam,641,Spain,Male,44.0,7,146584.19,2,0.0,0.0,49492.15,0
33836,15777615,Lu,643,France,Female,43.0,6,0.0,2,0.0,0.0,49405.93,0
33841,15685828,Nebechukwu,573,France,Male,71.0,1,0.0,2,1.0,1.0,159742.33,0
33843,15777596,Mazzanti,778,Spain,Male,29.0,1,0.0,2,1.0,0.0,72993.67,0
33845,15682616,Onwughara,686,France,Male,25.0,5,112727.06,1,1.0,0.0,174434.95,0
33849,15756510,Fiorentino,705,Germany,Female,26.0,1,127543.09,1,1.0,0.0,187816.59,0
33850,15583348,T'ien,707,Spain,Male,40.0,6,0.0,1,1.0,1.0,132710.72,1
33852,15581822,Niu,655,Germany,Female,46.0,5,110635.51,1,0.0,0.0,92708.9,1
33865,15605734,Chukwudi,710,Spain,Male,27.0,0,0.0,2,0.0,1.0,14081.64,0
33891,15743071,Obialo,684,France,Male,40.0,7,0.0,1,1.0,1.0,58883.91,0
33892,15660408,Trevisani,724,Spain,Female,43.0,6,0.0,2,1.0,1.0,53876.05,0
33899,15581292,Hsia,709,Germany,Male,30.0,9,99786.07,2,1.0,0.0,132029.95,0
33907,15796810,Tsao,678,Germany,Female,35.0,2,97764.61,2,1.0,0.0,184474.56,1
33914,15703554,Pisano,719,France,Male,38.0,4,0.0,2,1.0,1.0,49519.67,0
33917,15803468,Macleod,657,France,Male,33.0,9,140900.87,1,0.0,0.0,95500.83,0
33932,15686880,Ozioma,592,France,Male,39.0,2,81025.3,1,1.0,0.0,138780.89,0
33939,15673363,Okoli,729,France,Female,33.0,9,0.0,2,1.0,1.0,160854.34,0
33940,15595737,Y?an,712,Spain,Male,40.0,4,0.0,2,1.0,0.0,82951.12,0
33948,15765405,Ibeabuchi,758,Spain,Male,33.0,2,141078.17,2,0.0,0.0,157891.11,0
33954,15641249,Zuyeva,625,France,Male,38.0,3,129118.5,1,1.0,0.0,113781.85,0
33964,15651877,Chibueze,661,Germany,Male,51.0,9,124577.75,1,1.0,0.0,52795.57,1
33976,15585327,Chiu,727,France,Male,41.0,6,127818.49,1,1.0,0.0,176713.31,0
33991,15794960,Mazzanti,693,France,Male,28.0,2,0.0,2,1.0,0.0,172576.05,0
34003,15674856,Sun,644,Germany,Female,37.0,9,118890.55,2,1.0,1.0,70729.53,0
34011,15645176,Chukwuraenye,681,France,Female,35.0,2,144470.77,1,1.0,0.0,63982.34,0
34012,15754042,Onyekaozulu,668,Germany,Male,34.0,6,91025.78,1,1.0,1.0,162515.61,0
34017,15773831,Y?,679,France,Female,38.0,2,0.0,2,1.0,0.0,132577.28,0
34018,15672356,T'ien,732,France,Male,32.0,2,0.0,2,1.0,1.0,131807.14,0
34022,15771708,Hsueh,573,France,Female,54.0,5,0.0,1,1.0,0.0,143616.35,1
34027,15630194,Nwabugwu,662,Germany,Male,47.0,1,106770.28,1,1.0,1.0,123300.38,1
34034,15757558,Tung,744,Germany,Female,30.0,4,140931.79,1,1.0,0.0,173680.53,0
34037,15792366,T'ien,756,France,Female,35.0,7,0.0,2,1.0,1.0,133086.35,0
34041,15765047,T'ien,646,France,Female,44.0,3,0.0,1,1.0,1.0,155850.2,0
34045,15806780,Rieke,678,Spain,Female,41.0,4,0.0,2,1.0,1.0,131852.94,0
34047,15635245,Hughes,554,Spain,Male,23.0,6,143139.87,2,1.0,1.0,64375.4,0
34054,15684555,Macartney,724,France,Male,37.0,3,0.0,1,1.0,1.0,63595.66,0
34057,15579560,Hsia,679,Spain,Male,38.0,4,108891.06,1,1.0,0.0,102299.82,0
34059,15597597,Chigolum,838,Germany,Female,39.0,9,111582.11,1,1.0,0.0,75762.0,0
34065,15793316,P'eng,581,France,Male,27.0,9,0.0,2,0.0,1.0,162860.06,0
34068,15803955,Udegbunam,850,Germany,Female,28.0,9,144878.02,1,0.0,0.0,72851.27,0
34074,15742473,Ugochukwu,651,France,Male,67.0,2,151933.63,1,1.0,1.0,124777.14,0
34082,15621460,Smith,564,Spain,Male,40.0,7,125961.51,2,1.0,0.0,175083.76,1
34090,15809902,Yermakov,577,France,Male,33.0,6,0.0,2,0.0,0.0,12096.89,0
34094,15771281,Ugochukwu,705,Spain,Male,25.0,9,0.0,1,1.0,1.0,94895.52,1
34108,15761693,Ts'ai,633,France,Female,40.0,4,0.0,2,1.0,1.0,140937.97,0
34114,15605536,Ch'eng,699,Germany,Female,44.0,7,105599.86,2,1.0,1.0,52861.89,0
34118,15639355,Okwudilichukwu,639,France,Female,37.0,1,0.0,2,0.0,1.0,108469.2,0
34122,15781452,Kuznetsova,653,France,Male,33.0,4,99844.11,2,0.0,0.0,93767.28,0
34130,15756840,Mazzanti,682,France,Male,32.0,4,0.0,2,1.0,0.0,121840.2,0
34136,15664351,Frolova,659,Germany,Female,38.0,8,104508.1,2,1.0,1.0,72334.84,0
34158,15683826,Teng,619,France,Female,50.0,8,0.0,1,1.0,0.0,145900.33,1
34163,15806923,Nkemakolam,681,France,Male,34.0,4,0.0,2,1.0,0.0,97675.03,0
34167,15713140,Trevisano,598,Spain,Female,26.0,9,0.0,2,0.0,0.0,88774.37,0
34168,15762532,Estrada,707,Spain,Female,28.0,5,0.0,2,1.0,0.0,8984.3,0
34173,15715299,Ugoji,725,Germany,Male,45.0,3,145807.59,2,1.0,0.0,198674.08,0
34189,15752849,Ch'ien,724,Germany,Female,35.0,1,135843.8,1,1.0,0.0,163746.09,1
34199,15706909,Hsueh,628,France,Male,26.0,7,0.0,2,1.0,0.0,125953.83,0
34201,15790030,Shao,735,France,Male,39.0,9,0.0,2,0.0,1.0,117622.38,0
34209,15721477,Bergamaschi,752,Germany,Male,32.0,7,91092.06,2,1.0,0.0,123096.06,0
34211,15661423,Teng,845,France,Female,31.0,1,0.0,1,1.0,0.0,59249.83,0
34214,15773582,Nworie,615,France,Female,43.0,6,0.0,2,1.0,1.0,86731.47,0
34219,15730058,Yashina,704,Germany,Male,37.0,4,131355.51,1,1.0,0.0,149920.94,0
34222,15794880,Chiu,743,Germany,Female,41.0,1,115713.71,1,1.0,1.0,125912.52,0
34224,15707986,Uspenskaya,714,Germany,Male,44.0,7,133973.19,1,1.0,1.0,144731.62,0
34231,15583749,Udegbulam,714,France,Male,33.0,2,0.0,2,0.0,0.0,142763.63,0
34232,15792225,Chidimma,682,Spain,Male,27.0,1,0.0,2,1.0,1.0,40333.03,0
34258,15743607,Onyekachi,537,Germany,Female,39.0,9,116090.55,2,1.0,1.0,121433.62,0
34259,15663916,Chinwendu,651,Spain,Female,34.0,8,88294.6,1,0.0,0.0,157552.06,0
34273,15684928,Ts'ao,584,France,Female,40.0,4,0.0,2,0.0,1.0,79577.31,0
34274,15621433,Yobachi,705,Spain,Male,47.0,5,0.0,2,0.0,0.0,141069.17,0
34276,15597979,T'ien,646,France,Female,41.0,0,0.0,1,1.0,0.0,102925.16,1
34283,15781481,Obiajulu,579,Spain,Female,31.0,8,0.0,2,1.0,1.0,101617.95,0
34292,15690197,Ts'ao,709,Spain,Male,41.0,2,0.0,2,1.0,0.0,149558.44,0
34299,15641840,Yermolayeva,684,France,Male,35.0,8,0.0,2,1.0,1.0,129964.09,0
34305,15588855,Mironova,607,France,Male,43.0,9,121298.54,2,1.0,0.0,48559.95,0
34315,15581474,Chiu,711,France,Male,29.0,4,147754.44,1,1.0,1.0,468.67,1
34317,15741654,Cremonesi,594,France,Male,40.0,9,0.0,1,1.0,0.0,94564.82,0
34321,15685818,Chiang,734,Germany,Male,32.0,3,121063.75,1,1.0,0.0,82969.86,0
34339,15732632,Nwora,632,Spain,Female,32.0,5,0.0,2,1.0,0.0,145560.31,0
34340,15687065,Ejimofor,741,Spain,Female,45.0,3,115462.02,1,0.0,0.0,167878.62,0
34342,15772982,Hsia,637,France,Female,43.0,4,139496.98,1,1.0,0.0,74850.95,1
34355,15698877,Clements,521,France,Male,41.0,4,59568.24,2,0.0,0.0,164977.94,1
34359,15793313,Tsou,687,Spain,Female,44.0,3,0.0,2,0.0,0.0,82922.65,1
34365,15672634,Hsia,606,France,Female,26.0,7,116572.56,1,1.0,0.0,79132.41,0
34371,15752847,Lappin,597,Germany,Female,54.0,2,144272.07,1,0.0,0.0,120892.96,1
34376,15792468,Ch'eng,656,Germany,Male,40.0,3,137558.18,2,1.0,1.0,161423.67,0
34392,15739272,Nwachukwu,702,Germany,Female,34.0,3,152993.14,2,1.0,1.0,138880.69,0
34394,15631459,Yudina,705,France,Male,30.0,7,0.0,2,0.0,1.0,100324.01,0
34397,15693394,Maclean,727,France,Male,41.0,2,0.0,2,1.0,1.0,104936.46,0
34405,15672787,O'Neill,667,Spain,Female,40.0,0,0.0,2,1.0,1.0,115818.51,0
34406,15756699,Obielumani,693,Spain,Male,42.0,2,131754.11,1,1.0,0.0,125334.16,0
34417,15631877,Johnson,730,Spain,Female,36.0,3,102741.15,1,0.0,0.0,177896.92,0
34423,15667043,Zikoranachidimma,628,Spain,Female,46.0,7,0.0,2,1.0,1.0,175399.14,0
34424,15747098,Ch'ien,678,Germany,Male,45.0,2,123815.54,1,1.0,0.0,121853.96,1
34458,15806560,Yobanna,651,France,Male,37.0,6,0.0,2,1.0,0.0,131300.53,0
34462,15709485,Genovese,615,Spain,Male,39.0,1,131394.38,1,1.0,1.0,88669.89,0
34466,15672987,Zikoranachidimma,632,France,Female,42.0,0,0.0,2,1.0,0.0,8991.68,0
34472,15793095,Hsiung,619,France,Male,31.0,1,0.0,1,1.0,1.0,123499.77,0
34481,15773922,Ndukaku,588,France,Male,38.0,1,0.0,1,1.0,0.0,163565.83,1
34483,15743693,Pinto,675,Spain,Male,42.0,3,0.0,2,1.0,1.0,107876.2,0
34509,15652937,Gorman,586,Germany,Male,49.0,3,100374.52,1,1.0,0.0,135915.54,1
34513,15622516,Lai,671,Germany,Male,40.0,2,125169.26,2,1.0,0.0,121562.33,0
34525,15674440,Oguejiofor,696,Spain,Male,30.0,6,0.0,1,1.0,1.0,82222.84,0
34529,15706585,Tung,706,France,Male,38.0,7,0.0,2,1.0,1.0,131628.32,0
34536,15654862,Mazzi,699,France,Male,28.0,4,0.0,2,0.0,0.0,125870.79,0
34560,15593478,Ch'ang,705,France,Male,26.0,8,68799.64,1,1.0,1.0,45959.01,0
34562,15793853,Chidubem,673,France,Male,39.0,1,113663.75,1,1.0,1.0,9984.3,0
34577,15751743,Maclean,539,Germany,Male,57.0,2,150500.64,3,1.0,0.0,72909.75,1
34581,15593730,Koger,636,France,Male,34.0,1,0.0,2,1.0,0.0,132719.8,0
34587,15793879,Ugochukwu,613,France,Female,37.0,1,0.0,2,1.0,1.0,107820.09,0
34589,15771722,Tretiakov,713,France,Female,25.0,4,0.0,2,1.0,1.0,142916.17,0
34595,15803347,Cattaneo,549,France,Male,38.0,4,0.0,2,1.0,0.0,823.08,0
34603,15717350,Chibugo,516,France,Male,45.0,6,0.0,1,0.0,0.0,92915.84,1
34604,15676939,Calabrese,745,France,Male,33.0,4,0.0,2,0.0,0.0,72425.84,0
34613,15690150,Folliero,621,France,Male,31.0,1,148053.11,1,0.0,1.0,90878.02,0
34618,15685765,T'ien,673,France,Male,34.0,6,0.0,2,1.0,1.0,148527.56,0
34655,15631389,Yermolayeva,628,France,Female,39.0,2,0.0,2,0.0,1.0,40223.61,0
34657,15582851,O'Brien,606,France,Male,28.0,1,0.0,2,1.0,0.0,49775.06,0
34660,15722467,Aksyonova,604,France,Male,33.0,7,0.0,2,1.0,0.0,151617.17,0
34663,15758045,Sun,708,France,Male,37.0,4,0.0,2,1.0,1.0,158036.87,0
34665,15606837,Maclean,725,Germany,Male,52.0,9,136526.07,1,0.0,0.0,136843.98,1
34686,15624893,Chiang,678,Germany,Male,31.0,8,134378.89,1,1.0,0.0,105746.94,0
34696,15762349,Chikwado,593,Spain,Female,28.0,6,110936.54,1,0.0,0.0,131804.14,0
34705,15683469,Milani,683,France,Male,36.0,5,0.0,2,1.0,0.0,88550.28,0
34707,15798048,Okwudilichukwu,719,France,Male,50.0,5,0.0,2,1.0,1.0,139024.31,0
34708,15667634,Maclean,704,France,Female,51.0,7,81677.22,1,1.0,1.0,131284.93,1
34722,15678915,Kambinachi,684,France,Male,33.0,8,0.0,2,1.0,0.0,116547.96,0
34739,15593547,Chinonyelum,746,Germany,Male,46.0,7,132717.57,2,0.0,0.0,159844.02,0
34745,15754923,Hao,649,Spain,Male,32.0,9,101198.17,2,1.0,0.0,162719.67,0
34753,15591586,Trevisano,556,Germany,Male,46.0,9,121898.58,2,1.0,0.0,89801.8,1
34761,15710557,Chukwumaobim,549,Germany,Female,40.0,3,152729.46,2,1.0,1.0,92337.35,1
34764,15672026,Walker,644,France,Male,31.0,5,0.0,2,1.0,0.0,138350.95,0
34773,15617647,Walker,630,Spain,Female,31.0,6,128486.11,1,1.0,1.0,142730.27,0
34776,15742328,Rizzo,677,Spain,Male,37.0,9,0.0,2,1.0,0.0,113597.87,0
34790,15651387,Oluchukwu,728,France,Male,46.0,7,0.0,1,1.0,1.0,176844.72,1
34805,15689329,McIntosh,633,Spain,Male,43.0,8,0.0,1,1.0,0.0,137037.28,1
34811,15643644,Tsao,792,France,Male,41.0,5,0.0,2,1.0,0.0,125870.53,0
34812,15692574,Chukwueloka,699,France,Female,38.0,1,127864.3,1,0.0,1.0,79082.39,0
34820,15583354,Hsia,629,Germany,Male,38.0,7,161371.5,2,1.0,1.0,103901.35,0
34826,15806937,Okwuadigbo,730,France,Male,31.0,9,0.0,2,1.0,0.0,73066.72,0
34838,15683660,Martin,701,Germany,Female,49.0,6,152232.83,1,1.0,0.0,131389.58,1
34841,15607551,Teng,747,Germany,Male,41.0,10,141804.72,1,0.0,0.0,146792.39,0
34842,15690933,Hsing,641,Germany,Male,59.0,8,85827.3,1,1.0,1.0,112331.19,0
34843,15683462,T'ang,619,France,Female,35.0,2,0.0,2,1.0,1.0,176780.21,0
34846,15796328,Fomin,696,France,Female,46.0,7,0.0,1,1.0,1.0,184839.9,0
34862,15725029,Hs?,584,France,Male,41.0,8,0.0,2,0.0,1.0,49865.88,0
34865,15685893,Gomes,529,Germany,Male,29.0,8,111501.66,1,1.0,1.0,182566.74,0
34879,15723489,Aitken,601,France,Male,53.0,10,0.0,2,1.0,1.0,26389.89,0
34881,15672482,Ch'iu,571,Germany,Female,36.0,2,122989.67,1,1.0,1.0,66584.1,0
34886,15592551,Genovesi,656,France,Male,38.0,9,0.0,2,1.0,0.0,86410.46,0
34893,15769947,Y?,723,Spain,Male,28.0,1,99162.55,2,0.0,1.0,136902.15,0
34920,15576029,Nwankwo,732,Spain,Female,29.0,1,0.0,2,1.0,1.0,64815.25,0
34926,15675206,Pisano,774,France,Male,36.0,2,129674.19,1,1.0,1.0,109681.53,0
34931,15646569,De Luca,564,France,Male,42.0,6,0.0,1,1.0,1.0,73428.08,0
34943,15632270,Hs?,715,France,Male,51.0,5,0.0,2,1.0,0.0,171069.23,1
34950,15692783,Clements,639,France,Female,47.0,3,0.0,1,0.0,0.0,146411.5,1
34952,15593476,Houghton,606,France,Female,35.0,10,0.0,2,1.0,1.0,141446.86,0
34983,15703543,Olisanugo,711,France,Male,29.0,3,137560.21,1,1.0,1.0,171645.66,0
34992,15583524,Hsia,659,France,Female,23.0,7,0.0,2,0.0,1.0,180712.01,0
34997,15803901,Pirozzi,667,France,Female,32.0,8,0.0,1,0.0,1.0,180712.42,0
35007,15594796,White,707,France,Male,30.0,4,0.0,2,1.0,1.0,136847.02,0
35013,15809720,Gannon,683,France,Female,44.0,4,0.0,1,0.0,0.0,177822.34,1
35016,15676852,Hsia,773,Spain,Male,34.0,8,121092.53,1,0.0,1.0,72937.64,0
35020,15774868,Lu,619,France,Female,33.0,4,0.0,2,1.0,0.0,55313.51,0
35027,15783593,Ts'ui,526,Germany,Female,54.0,4,118636.92,1,1.0,0.0,94951.27,1
35036,15635356,Cattaneo,516,France,Female,35.0,8,0.0,2,0.0,1.0,75879.64,0
35037,15644933,Mazzanti,652,France,Male,35.0,3,0.0,2,1.0,1.0,184312.75,0
35038,15592984,Ting,721,France,Female,49.0,6,119839.13,1,1.0,0.0,88890.98,1
35042,15734528,Ozioma,543,France,Male,30.0,7,117547.92,1,1.0,0.0,70729.61,0
35046,15774722,Toscani,678,France,Male,35.0,3,0.0,2,1.0,1.0,133040.32,0
35047,15683817,Y?an,675,France,Female,39.0,9,0.0,2,1.0,0.0,2746.84,0
35051,15573967,Pugh,699,France,Male,33.0,1,0.0,2,1.0,1.0,167573.06,0
35054,15578854,Shih,603,France,Male,31.0,7,105492.98,1,1.0,1.0,170829.82,0
35068,15720653,Calabresi,686,France,Male,36.0,2,0.0,2,0.0,0.0,155875.55,0
35071,15642977,K'ung,631,France,Female,32.0,6,0.0,2,1.0,1.0,143397.14,1
35076,15632570,Ogg,684,France,Male,57.0,9,0.0,3,0.0,1.0,59559.05,1
35081,15716078,McIntyre,685,France,Female,34.0,4,0.0,1,1.0,0.0,161209.66,1
35087,15636397,Nnaife,678,France,Female,37.0,1,0.0,2,1.0,1.0,112187.81,0
35089,15693818,Hughes,703,France,Female,49.0,6,0.0,4,1.0,0.0,61314.71,1
35092,15657599,Nwebube,789,Spain,Male,32.0,2,0.0,2,0.0,0.0,81469.37,0
35097,15795960,Nwokezuike,681,Germany,Female,36.0,3,135070.77,1,0.0,0.0,38614.74,1
35107,15752994,Chu,540,Germany,Female,37.0,5,103996.66,1,1.0,1.0,131836.44,0
35112,15667946,Chu,599,Germany,Male,39.0,6,136689.66,2,1.0,1.0,126812.63,0
35121,15642736,Smith,591,Spain,Male,35.0,3,95452.86,1,0.0,1.0,114869.19,0
35128,15783369,Ku,731,Germany,Female,38.0,7,130142.56,1,1.0,0.0,182099.14,1
35132,15583710,Baresi,675,France,Male,61.0,3,0.0,1,1.0,1.0,136843.28,0
35135,15592984,Hsing,559,Spain,Male,30.0,9,0.0,1,1.0,1.0,57600.48,0
35141,15661222,Lucchesi,569,Germany,Male,55.0,5,123843.19,2,1.0,0.0,182765.21,1
35145,15621813,Tien,644,France,Male,35.0,9,0.0,1,1.0,1.0,172576.43,0
35148,15643097,Aksyonov,737,France,Female,39.0,2,0.0,2,0.0,1.0,111605.57,0
35156,15759475,H?,850,France,Male,39.0,5,0.0,2,1.0,1.0,127053.09,0
35158,15804957,Chukwualuka,559,France,Female,47.0,10,105770.47,1,1.0,1.0,91575.55,0
35162,15678835,Trevisano,558,France,Male,27.0,7,109483.76,1,1.0,0.0,147731.5,0
35164,15592566,Hsia,629,France,Female,33.0,8,117469.25,2,1.0,1.0,172363.22,1
35168,15795874,Nkemakonam,581,France,Female,29.0,1,0.0,1,1.0,1.0,168816.39,1
35194,15692932,Walker,692,Germany,Male,41.0,8,135536.01,2,1.0,0.0,137037.56,0
35199,15582914,Tisdall,599,Spain,Female,50.0,2,121394.42,1,1.0,1.0,134531.96,1
35205,15682269,Chukwujamuike,588,France,Male,32.0,7,103680.71,1,1.0,1.0,168526.41,0
35210,15613346,Palermo,738,Spain,Male,33.0,5,0.0,2,1.0,0.0,111687.57,0
35224,15606042,Nwachinemelu,732,Spain,Male,62.0,7,113599.22,1,0.0,1.0,56780.93,1
35234,15602541,Lu,607,Germany,Male,43.0,5,109496.18,1,1.0,1.0,171771.02,0
35253,15651589,Hsia,681,France,Female,31.0,8,0.0,2,1.0,0.0,185855.21,0
35256,15693883,Shih,638,Spain,Male,46.0,1,0.0,1,1.0,1.0,468.43,0
35294,15695879,Y?an,828,Spain,Male,25.0,7,0.0,2,1.0,0.0,64872.23,0
35295,15652884,Hsia,721,France,Male,29.0,4,0.0,1,1.0,1.0,52319.14,0
35300,15662526,Kegley,644,Germany,Female,31.0,6,162261.01,2,1.0,0.0,64375.4,0
35301,15590091,Pethard,548,Spain,Male,59.0,4,0.0,1,1.0,1.0,126429.79,1
35305,15767795,Chuang,528,Germany,Male,37.0,2,126265.98,1,1.0,1.0,86799.28,0
35308,15693881,Hsiung,749,France,Female,31.0,8,0.0,1,1.0,1.0,119348.58,1
35311,15801922,Ulyanova,682,Germany,Female,41.0,4,119327.92,2,1.0,1.0,133679.52,1
35330,15807562,Hsu,639,France,Male,35.0,9,102730.72,1,1.0,0.0,48778.16,0
35356,15658531,Chia,669,Germany,Female,51.0,1,138023.76,1,1.0,0.0,172576.43,1
35371,15753347,Smith,837,France,Female,49.0,1,120716.17,4,1.0,0.0,141249.31,1
35376,15621216,Oluchukwu,661,Germany,Female,35.0,7,114435.92,2,1.0,0.0,129964.75,0
35379,15792350,Kao,632,France,Female,39.0,10,0.0,2,0.0,0.0,159618.72,0
35386,15665941,Obialo,683,Spain,Male,47.0,3,0.0,1,1.0,1.0,160129.99,1
35395,15803368,Kambinachi,615,Germany,Female,38.0,4,162923.99,1,0.0,0.0,150475.14,1
35401,15805070,Okoli,684,Germany,Male,46.0,7,114435.55,1,1.0,1.0,146511.8,0
35406,15703481,Oluchukwu,498,France,Female,55.0,2,96798.51,1,0.0,0.0,59668.02,1
35407,15676971,Macleod,613,Spain,Male,30.0,8,0.0,2,1.0,0.0,138870.75,0
35417,15741720,H?,611,France,Male,36.0,9,0.0,2,1.0,0.0,54417.35,0
35432,15661160,Nkemdirim,544,Germany,Male,38.0,7,136540.24,2,1.0,1.0,120736.07,0
35434,15648733,Okechukwu,806,France,Female,67.0,8,0.0,2,1.0,1.0,105811.53,0
35463,15806868,Tuan,597,Spain,Male,34.0,3,0.0,2,0.0,0.0,184474.01,0
35465,15589324,Lu,627,France,Male,34.0,2,0.0,2,1.0,0.0,71905.16,0
35487,15695865,Ch'ang,639,Germany,Male,38.0,7,118400.61,2,1.0,1.0,126565.21,0
35493,15793679,Palerma,659,France,Male,56.0,8,0.0,1,1.0,1.0,117036.31,0
35495,15697598,Ponomarev,716,Germany,Male,37.0,5,117020.08,2,1.0,0.0,140889.33,0
35500,15573976,K'ung,572,Spain,Male,37.0,1,0.0,1,1.0,0.0,72993.65,0
35505,15673819,Smith,731,Spain,Female,35.0,7,0.0,1,1.0,1.0,143049.72,0
35506,15692028,Oguejiofor,666,France,Male,44.0,6,89118.92,1,0.0,1.0,177094.39,0
35521,15792364,Chiemenam,619,Germany,Male,36.0,8,132725.1,1,0.0,0.0,160122.66,0
35524,15602977,Bage,717,France,Female,42.0,5,0.0,1,1.0,0.0,158071.19,0
35537,15661554,Ch'ang,687,France,Female,37.0,3,103899.86,1,0.0,1.0,54865.92,0
35540,15644866,Hsia,531,Germany,Female,63.0,8,127290.84,1,1.0,0.0,96875.52,1
35545,15571818,Brownless,704,France,Male,41.0,5,0.0,2,1.0,1.0,179621.16,0
35549,15652989,Nwachukwu,721,France,Male,31.0,5,0.0,2,1.0,0.0,133686.75,0
35559,15721755,Li Fonti,709,France,Male,60.0,7,0.0,2,1.0,1.0,53584.03,0
35575,15692234,Olisanugo,724,Germany,Male,39.0,6,150200.23,2,0.0,0.0,111573.5,0
